KDSA Quadrant	OCR: Kontrolle	OCR: KDSA Name
070/151	070/151	Reigersdorf
070/153	070/153	Groß Ullersdorf
070/155	070/155	Karlsdorf
070/157	070/157	Breitenau
070/159	070/159	Seifersdorf
070/161	070/161	Krotendorf
070/163	070/163	Rösnitz
070/165	070/165	Thröm
071/017	071/017	Harlingen
071/019	071/019	Willz
071/021	071/021	Landscheid
071/023	071/023	Obersgegen
071/025	071/025	Stahl
071/027	071/027	Bitburg
071/029	071/029	Arenrath
071/031	071/031	Altrich
071/033	071/033	Rachtig
071/035	071/035	Hahn
071/037	071/037	Kirchberg
071/039	071/039	Tiefenbach
071/041	071/041	Seibersbach
071/043	071/043	Geisenheim
071/045	071/045	Ingelheim
071/047	071/047	Bodenheim
071/049	071/049	Rüsselsheim
071/051	071/051	Gräfenhausen
071/053	071/053	Ober Roden
071/055	071/055	harpertshausen
071/057	071/057	Aschaffenburg
071/059	071/059	Goldbach
071/063	071/063	Lohr
071/065	071/065	Steinfeld
071/067	071/067	Binsfeld
071/069	071/069	Zeuzleben
071/071	071/071	Schwebheim
071/073	071/073	Traustadt
071/075	071/075	Knetzgau
071/077	071/077	Ebelsbach
071/079	071/079	Kemmern
071/081	071/081	Kremmeldorf
071/083	071/083	Wonsees
071/085	071/085	Alladorf
071/087	071/087	Heinersreuth
071/089	071/089	Mengersreuth
071/091	071/091	Pullenreuth
071/093	071/093	Waldershof
071/095	071/095	Leonberg
071/097	071/097	Ottengrun
071/099	071/099	Glashütten
071/101	071/101	Hammerhäuseln
071/103	071/103	Dobrawod
071/105	071/105	Girsch
071/145	071/145	Knappendorf
071/147	071/147	Nieder Johnsdorf
071/149	071/149	Dorffriese (Friesedorf)
071/151	071/151	Mähr. Schönberg
071/153	071/153	Reitendorf
071/155	071/155	Doberseik
071/157	071/157	Ober Wildgrub
071/159	071/159	Seitendorf
071/161	071/161	Klein Herrlitz
071/163	071/163	Troppau
071/177	071/177	Wilmesau [Wilamowice)
071/179	071/179	Polanka-Wielka
072/017	072/017	Bilsdorf
072/019	072/019	Esch / Sauer
072/021	072/021	Ettelbrück
072/023	072/023	Reisdorf
072/025	072/025	Prümzurley
072/027	072/027	Ittel
072/029	072/029	Dierscheid
072/031	072/031	Esch
072/033	072/033	Mühlheim/Mosel
072/035	072/035	Hirschfeld
072/037	072/037	Lindenschied
072/039	072/039	Seesbach
072/041	072/041	Windesheim
072/043	072/043	Bad Kreuznach
072/045	072/045	Partenheim
072/047	072/047	Schornsheim
072/049	072/049	Geinsheim
072/051	072/051	Darmstadt
072/053	072/053	Georgenhausen
072/055	072/055	Serd
072/057	072/057	Großwallstadt
072/059	072/059	Dornau
072/061	072/061	Bischbrunn
072/063	072/063	Rothenfels
072/065	072/065	Zellingen
072/067	072/067	Thüngersheim
072/069	072/069	Erbshausen
072/071	072/071	Stammheim / Main
072/073	072/073	Rügshofen
072/075	072/075	Neudorf
072/077	072/077	Trabelsdorf
072/079	072/079	Stegaurach
072/081	072/081	Herzogenreuth
072/083	072/083	Breitenlesau
072/085	072/085	Waischenfeld
072/087	072/087	Pittersdor
072/089	072/089	Seidwitz
072/091	072/091	Wirbenz
072/093	072/093	Thumsenreuth
072/095	072/095	Wiesau
072/097	072/097	Tirschenreuth
072/099	072/099	Promenhof
072/101	072/101	Ottenreuth
072/103	072/103	Kurschin
072/105	072/105	Tschihana
072/107	072/107	Zahradka
072/145	072/145	Jansdorf
072/147	072/147	Landskron
072/149	072/149	Unter-Heinzendorf
072/151	072/151	Pobutsch
072/153	072/153	Merotein
072/155	072/155	Girsig
072/157	072/157	Arnsdorf
072/159	072/159	Hartau
072/161	072/161	Dorfteschen
072/177	072/177	Alzen (Halcnow]
072/179	072/179	Witkowitz/Witkowicel
072/181	072/181	Chotschnia
073/017	073/017	Perl
073/019	073/019	Useldingen
073/021	073/021	Beringen
073/023	073/023	Fels
073/025	073/025	Echternach
073/027	073/027	Trier
073/029	073/029	Ensch
073/031	073/031	Pölich
073/033	073/033	Allenbach
073/035	073/035	Hottenbach
073/037	073/037	Hahnenbach
073/039	073/039	Meckenbach
073/041	073/041	Thalböckelheim
073/043	073/043	Eckelsheim
073/045	073/045	Ensheim
073/047	073/047	Hillesheim
073/049	073/049	Biebesheim
073/051	073/051	Pfungstadt
073/053	073/053	Rohrbach
073/055	073/055	Brensbach
073/057	073/057	Rimhorn
073/059	073/059	Freudenberg
073/061	073/061	Mondfeld
073/063	073/063	Trennfeld
073/065	073/065	Uettingen
073/067	073/067	Veitshöchheim
073/069	073/069	Schnepfenbach
073/071	073/071	Mainsondheim
073/073	073/073	Prichsenstadt
073/075	073/075	Aschbach
073/077	073/077	Steppach
073/079	073/079	Reundorf
073/081	073/081	Buttenheim
073/083	073/083	Unterleinleiter
073/085	073/085	Oberailsfeld
073/087	073/087	Schnabelwaid
073/089	073/089	Neustadt Kulm
073/091	073/091	Pressath
073/093	073/093	Wildenreuth
073/095	073/095	Wildenau
073/097	073/097	Altglashütte
073/099	073/099	Maschakotten
073/101	073/101	Damnau
073/103	073/103	Otrotschin
073/105	073/105	Mies
073/107	073/107	Kosolup
073/145	073/145	Lauterbach
073/147	073/147	Ketzelsdorf
073/149	073/149	Chirles
073/151	073/151	Rippau
073/153	073/153	Pinke
073/155	073/155	Wächtersdorf
073/157	073/157	Dittersdorf
073/159	073/159	Gundersdorf
073/161	073/161	Altzechsdorf
073/163	073/163	Waltersdorf
073/165	073/165	Wagstadt
073/175	073/175	Lobnitz
073/177	073/177	Bielitz
074/019	074/019	Göblingen
074/021	074/021	Heisdorf
074/023	074/023	Eisenborn
074/025	074/025	Münschecker
074/027	074/027	Igel
074/029	074/029	Tarforst
074/031	074/031	Prosterath
074/033	074/033	Hilscheid
074/035	074/035	Oberbrombach
074/037	074/037	Weierbach
074/039	074/039	Schweinschied
074/041	074/041	Callbach
074/043	074/043	Orbis
074/045	074/045	Freimersheim
074/047	074/047	Dittelsheim
074/049	074/049	Biblis
074/051	074/051	Balkhausen
074/053	074/053	Brandau
074/055	074/055	Fränk.-Crumbach
074/057	074/057	Stockheim
074/059	074/059	Laudenbach
074/061	074/061	Sachsenhausen
074/063	074/063	Niklashausen
074/065	074/065	Werbachhausen
074/067	074/067	Kist
074/069	074/069	Kitzingen
074/071	074/071	Iphofen
074/073	074/073	Schnodsenbach
074/075	074/075	Klein Weisach
074/077	074/077	Weingartsreuth
074/079	074/079	Hemhofen
074/081	074/081	Gosberg
074/083	074/083	Affalterthal
074/085	074/085	Bernheck
074/087	074/087	Auerbach
074/089	074/089	Kirchenthumbach
074/091	074/091	Schwarzenbach
074/093	074/093	Parkstein
074/095	074/095	Floß
074/097	074/097	Neuenhammer
074/099	074/099	Neuhäusel
074/101	074/101	Tholl
074/103	074/103	Brod
074/105	074/105	Ober Sekerschan
074/107	074/107	Lihn
074/109	074/109	Schlowitz
074/145	074/145	Stangendorf
074/147	074/147	Porstendorf
074/149	074/149	Rostitz
074/153	074/153	Einoth
074/155	074/155	Sternberg
074/157	074/157	Schmeil
074/159	074/159	Milbes
074/161	074/161	Lautsch
074/163	074/163	Stachenwald
074/165	074/165	Bielau
075/019	075/019	Hagen
075/021	075/021	Luxemburg
075/023	075/023	Münsbach/Schüttringen
075/025	075/025	Ahn
075/027	075/027	Ockfen
075/029	075/029	Hentern
075/031	075/031	Gusenburg
075/033	075/033	Züsch
075/035	075/035	Reichenbach
075/037	075/037	Erzweiler
075/039	075/039	Deimberg
075/041	075/041	Bisterschied
075/043	075/043	Steinbach
075/045	075/045	Immesheim
075/047	075/047	Nieder Flörsheim
075/049	075/049	Worms
075/051	075/051	Hüttenfeld
075/053	075/053	Erbach
075/055	075/055	Erbach / Odenwald
075/057	075/057	Dorf-Erbach
075/059	075/059	Gottersdorf
075/061	075/061	Walldürn
075/063	075/063	Schweinberg
075/065	075/065	Distelhausen
075/067	075/067	Wolkshausen
075/069	075/069	Rittershausen
075/071	075/071	Wässerndorf
075/073	075/073	Unterlaimbach
075/075	075/075	Roßbach
075/077	075/077	Weisendorf
075/079	075/079	Hannberg
075/081	075/081	Kleinsendelbach
075/083	075/083	Pommer
075/085	075/085	Hohenstein
075/087	075/087	Hartenstein
075/089	075/089	Langenbruck
075/091	075/091	Thansüß
075/093	075/093	Mantel
075/095	075/095	Muglhof
075/097	075/097	Vohenstrauß
075/099	075/099	Dianaberg
075/101	075/101	Godrusch
075/103	075/103	Groß Mallowa
075/105	075/105	Honositz
075/107	075/107	Chotieschau
075/135	075/135	Sehrlenz
075/145	075/145	Neu-Biela
075/147	075/147	Brünnlitz
075/149	075/149	Dörfles
075/155	075/155	Olmütz
075/157	075/157	Weska
075/159	075/159	Schmiedsau
075/161	075/161	Odrau
075/163	075/163	Zauchtel
075/165	075/165	Neu-Titschein
076/019	076/019	Rodingen
076/021	076/021	Rödchen
076/023	076/023	Waldbredimus
076/025	076/025	Stadtbredimus
076/027	076/027	Weiten
076/029	076/029	Britten
076/033	076/033	Eckelhausen
076/035	076/035	Schwarzerden
076/037	076/037	Körborn
076/039	076/039	Obersulzbach
076/041	076/041	Drehenthalerhof
076/043	076/043	Hochstein
076/045	076/045	Ramsen
076/047	076/047	Großkarlbach
076/049	076/049	Sandhofen
076/051	076/051	Käfertal
076/053	076/053	Steinklingen
076/055	076/055	Gammelsbach
076/057	076/057	Reisenbach
076/059	076/059	Unterscheidenthal
076/061	076/061	Rinschheim
076/063	076/063	Brehmen
076/065	076/065	Lauda
076/067	076/067	Haarthausen
076/069	076/069	Waldmannshofen
076/071	076/071	Wallmersbach
076/073	076/073	Windsheim
076/075	076/075	Beerbach
076/077	076/077	Hagenbüchach
076/079	076/079	Vach
076/081	076/081	Großgründlach
076/083	076/083	Lauf
076/085	076/085	Hohenstadt/Pegnitz
076/087	076/087	Pommelsbrunn
076/089	076/089	Edelsfeld
076/091	076/091	GroBschönbrunn
076/093	076/093	Saltendorf
076/095	076/095	Weihern
076/097	076/097	Pullenried
076/099	076/099	Schwand
076/101	076/101	Rindl
076/103	076/103	Bischofteinitz
076/135	076/135	Schlappenz
076/137	076/137	Langendorf
076/149	076/149	Deutsch Brodek
076/151	076/151	Rumarsch
076/155	076/155	Nimlau
076/161	076/161	Kunzendorf
076/163	076/163	Hermitz und Litschel
076/165	076/165	Senftleben
077/019	077/019	Redingen
077/021	077/021	Büringen
077/023	077/023	Bust
077/025	077/025	Sierck
077/027	077/027	Besseringen
077/029	077/029	Honzrath
077/031	077/031	Michelbach
077/033	077/033	Berschweiler
077/035	077/035	Wendel
077/037	077/037	Hüffler
077/039	077/039	Weilerbach
077/041	077/041	Kaiserslautern
077/043	077/043	Hochspeyer
077/047	077/047	Bad Dürkheim
077/049	077/049	Mannheim
077/051	077/051	Wallstadt
077/053	077/053	Dossenheim
077/055	077/0SS	Eberbach
077/057	077/057	Schollbrunn
077/059	077/059	Bödigheim
077/061	077/061	Bofsheim
077/063	077/063	Schillingstadt
077/065	077/065	Wachbach
077/067	077/067	Niederrimbach
077/069	077/069	Finsterlohr
077/071	077/071	Adelshofen
077/073	077/073	Wiebelsheim
077/075	077/075	Unteraltenbernheim
077/077	077/077	Keidenzell
077/079	077/079	Fürth
077/081	077/081	Nürnberg
077/083	077/083	Röthenbach
077/085	077/085	Happurg
077/087	077/087	Thalheim
077/089	077/089	Ammerthal
077/091	077/091	Pursruck
077/093	077/093	Rottendorf
077/095	077/095	Pfreimd
077/097	077/097	Gaisthal
077/099	077/099	Treffelstein
077/101	077/101	Münchsdorf
077/103	077/103	Trschebnitz
077/135	077/135	Friedrichsdorf
077/137	077/137	Seelenz
078/021	078/021	Entringen
078/023	078/023	Walmesdorf
078/025	078/025	St. Margareth
078/027	078/027	Schwerdorf
078/029	078/029	Rehlingen
078/031	078/031	Berschweiler
078/033	078/033	Hüttigweiler
078/035	078/035	Steinbach
078/037	078/037	Schmittweiler
078/039	078/039	Kindsbach
078/041	078/041	Hohenecken
078/045	078/045	Haardt
078/047	078/047	Mußbach
078/049	078/049	Waldsee
078/051	078/051	Sandhauser
078/053	078/053	Heidelberg
078/055	078/055	Schönbrunn
078/057	078/057	Binau
078/059	078/059	Bittelbronn
078/061	078/061	Sennfeld
078/063	078/063	Aschhausen
078/065	078/065	Laibach
078/067	078/067	Riedbach
078/069	078/069	Heiligenbronn
078/071	078/071	Rothenburg / o. d. Tauber
078/073	078/073	Auerbach
078/075	078/075	Rügland
078/077	078/077	Warzfelden
078/079	078/079	Buchschwabach
078/081	078/081	Wendelstein
078/083	078/083	Altenthann
078/085	078/085	Sindlbach
078/087	078/087	Pfaffenhofen
078/089	078/089	Urselsollen
078/091	078/091	Theuern
078/093	078/093	Schwarzenfeld
078/095	078/095	Kemnath
078/097	078/097	Kulz
078/099	078/099	Döpfering
078/101	078/101	Fichtenbach
078/103	078/103	Maxberg
078/105	078/105	Fürthel [Viertl)
078/135	078/135	Iglau
078/193	078/193	Sub-Lechnitz (Lehnicz) / Altendorf
079/021	079/021	Cite Gargan
079/023	079/023	Metzeresch
079/025	079/025	Kedingen
079/027	079/027	Oberdorf
079/029	079/029	Saarlouis (Saarlautern)
079/031	079/031	Neudorf
079/033	079/033	Herrensohr
079/035	079/035	Bierbach
079/037	079/037	Käshofen
079/039	079/039	Wallhalben
079/043	079/043	Hofstätten
079/045	079/045	Hainfeld
079/047	079/047	Venningen
079/049	079/049	Heiligenstein
079/051	079/051	Hockenheim
079/053	079/053	Rotenberg
079/055	079/055	Neidenstein
079/057	079/057	Obergimpern
079/059	079/059	Herbolzheim
079/061	079/061	Sindringen
079/063	079/063	Crispenhofen
079/065	079/065	Gaisbach
079/067	079/067	Langenburg
079/069	079/069	Gammersfeld
079/071	079/071	Oestheim
079/073	079/073	Neunkirchen
079/075	079/075	Elpersdorf
079/077	079/077	Neuendettelsau
079/079	079/079	Veitsaurach
079/081	079/081	Pfaffenhofen
079/083	079/083	Unterferrieden
079/085	079/085	Loderbach
079/087	079/087	St. Helena
079/089	079/089	Allersburg
079/091	079/091	Thanheim
079/093	079/093	Ettmannsdorf
079/095	079/095	Taxöldern
079/097	079/097	Penting
079/099	079/099	Grafenkirchen
079/101	079/101	Lixenried
079/103	079/103	Neukirchen
079/105	079/105	Neuern
079/107	079/107	Depoldowitz
079/133	079/133	Sollowitz
079/135	079/135	Dürre
079/193	079/193	ToporcZ
079/195	079/195	Lomnitschka (Klein Lomnitz)
079/197	079/197	Hobgard (Komloskert]
080/025	080/025	Gelmingen
080/027	080/027	Hargarten
080/029	080/029	Carlsbrunn
080/031	080/031	Saarbrücken
080/033	080/033	Eschringen
080/035	080/035	Ballweiler
080/037	080/037	Zweibrücken
080/039	080/039	Erlenbrunn
080/041	080/041	Hinterweidenthal
080/043	080/043	Quichhambach
080/045	080/045	Flemlingen
080/047	080/047	Bornheim
080/049	080/049	RuBheim
080/051	080/US1	Langenbrucken
080/053	080/053	Michelfeld
080/055	080/055	Ittlingen
080/057	080/057	Babstadt
080/059	080/059	Jagstfeld
080/061	080/061	Öhringen
080/063	080/063	Michelbach/Wald
080/065	080/065	Kupferzell
080/067	080/067	Ruppertshofen
080/069	080/069	Groningen
080/071	080/071	Wildenholz
080/073	080/073	Tauberschallbach
080/075	080/075	Weidenbach
080/077	080/077	Merkendorf
080/079	080/079	Dürrenmungenal
080/081	080/081	koitetten
080/083	080/083	Meckenhausen
080/085	080/085	Sulzkirchen
080/087	080/087	Eichenhofen
080/089	080/089	Velburg
080/091	080/091	Hohenfels
080/093	080/093	Saltendorf
080/095	080/095	Fischbach
080/097	080/097	Regenpeilstein
080/099	080/099	Katzberg
080/101	080/101	Blaibach
080/103	080/103	Mais
080/105	080/105	Hammern Il
080/107	080/107	Todlau
080/109	080/109	Unter-Teschau
080/127	080/127	Brunn
080/147	080/147	Brünn
080/151	080/151	Rosternitz
080/153	080/153	Kutscherau
080/193	080/193	Nehre (Nagyör]
080/195	080/195	Mayerka [Mayerhöfen]
081/025	081/025	Helsdorf
081/027	081/027	Durchthal
081/029	081/029	Spittel
081/031	081/031	Beningen
081/033	081/033	Saargemünd
081/035	081/035	Ormersweiler
081/037	081/037	Weißkirchen
081/039	081/039	Obersimten
081/043	081/043	Schwanheim
081/045	081/045	Mörzheim
081/047	081/047	Herxheim
081/049	081/049	Eggenstein
081/051	081/051	Bruchsal
081/053	081/053	Oberacker
081/055	081/055	Gemmingen
081/057	081/057	Hausen / Zaber
081/059	081/059	Heilbronn
081/061	081/061	Waldbach
081/063	081/063	Lachweiler/Geißelhardt
081/065	081/065	Schwäbisch Hall
081/067	081/067	Lorenzenzimmern
081/069	081/069	Goldbach
081/071	n81/071	lenkershausen
081/073	081/073	Langfurth
081/075	081/075	Ehingen
081/077	081/077	Altenmuhr
081/079	081/079	St. Veith
081/081	081/081	Röttenbach
081/083	081/083	Alfershausen
081/085	081/085	Bachhausen
081/087	081/087	Staufersbuch
081/089	081/089	Lupburg
081/091	081/091	Holzheim
081/093	081/093	Eitlbrunn
081/095	181/095	Pettenreuth
081/097	081/007	Trasching
081/099	081/099	Sattelpeilnstein
081/101	081/101	Moosbach
081/103	081/103	Weltzell
081/105	081/105	Arnbruck
081/107	081/107	Markt Eisenstein
081/109	081/109	Holzschlag
081/111	081/111	Rotsaifen
081/127	081/127	Buchen
081/129	081/129	Radeinles
081/133	081/133	Lipolz
081/147	081/147	Schöllschitz
081/191	081/191	Neu Waldorf [Alsordöhalva]
081/193	081/193	Leibitz (Lubica]
081/195	081/195	Burgerhof [Szepsudvard]
082/027	082/027	Gänglingen
082/029	082/029	Altweiler
082/031	082/031	Ellweiler
082/033	082/033	Saaralben
082/035	082/035	Gisingen
082/037	082/037	Sierstal
082/039	082/039	Stürzelbronn
082/041	082/041	Lembach
082/043	082/043	Weißenburg / im Elsaß
082/045	082/045	Freckenfeld
082/047	082/047	Kandel
082/049	082/049	Neureut
082/051	082/051	Grotzingen
082/053	082/053	Großvillars
082/055	082/055	Häfnerhaslach
082/057	082/057	Brackenheim
082/059	082/059	Großbottwar
082/061	082/061	Nassach
082/063	082/063	Hütten
082/065	082/065	Oberfischach
082/067	082/067	Mittelfischach
082/069	082/069	Jagstzell
082/071	087/071	Wärth
082/073	082/073	Weiltingen
082/075	082/075	Altentrüdingen
082/077	082/077	Heidenheim
082/079	082/079	Trommetsheim
082/081	082/081	Burgsalach
082/083	082/083	Landersdorf
082/085	082/085	Kinding
082/087	082/087	Hainsberg
082/089	082/089	Aichkirchen
082/091	082/091	Pielenhofen
082/093	082/093	Irlbach
082/095	082/095	Lichtenwald
082/097	082/097	Wiesent
082/099	082/099	Heilbrunn
082/101	082/101	Haibach
082/103	082/103	Kollnburg
082/105	082/105	Bodenmais
082/107	082/107	Ludwigsthal
082/111	082/111	AuBergefild
082/113	082/113	Freiung
082/117	082/117	Prachatitz
082/129	082/129	Grambach
082/131	082/131	Sichelbach
082/133	082/133	Petschen
082/135	082/135	Frauendorf
082/145	082/145	Kuprowitz
082/147	082/147	Klein Niemtschitz
082/191	082/191	Georgenberg (Spisska Sobotal
082/195	082/195	Leutschau [Löcse]
083/027	083/027	Weiler
083/029	083/029	Walleringen
083/031	083/031	Greningen
083/033	083/033	Thal / Drulingen
083/035	083/035	Lorenzen
083/037	083/037	Mutterhausen
083/039	083/039	Oberbronn
083/041	083/041	Fröschweiler
083/043	083/043	Keffenach
083/045	083/045	Siegen
083/047	083/047	Illingen / Rastall
083/049	083/049	Reichenbach
083/051	083/051	Kleinsteinbach
083/053	083/053	Olbronn
083/055	083/055	Illingen
083/057	083/057	Oberriexingen
083/059	083/059	Höpfigheim
083/061	083/061	Strümpfelbach
083/063	083/063	Oberbrüden
083/065	083/065	Fichtenberg
083/067	083/067	Pommertsweiler
083/069	083/069	Ellwangen
083/071	083/071	Walxheim
083/073	083/073	Hochaltingen
083/075	083/075	Lehmingen
083/077	083/077	Degersheim
083/079	082/070	Buhenhemm
083/081	082/081	Rothenstein
083/083	083/083	Kaldorf
083/085	083/085	Gelbelsce
083/087	083/087	Kirchbuch
083/089	083/089	Riedenburg
083/091	083/091	Kehlheim
083/093	083/093	Lengfeld
083/095	083/095	Moosham
083/097	083/097	Gmünd
083/099	083/099	KöBnach
083/101	083/101	Neukirchen
083/103	083/103	Gotteszell
083/105	083/105	March
083/107	083/107	Rinchnach
083/111	082/111	Buchwald
083/113	083/113	Eleonorenhai
083/115	083/115	Sablat
083/117	083/117	Zaborsch (Zahorschi)
083/119	083/119	Berlau(Brloho]
083/121	083/121	Budweis
083/129	083/129	Groß Radischen
083/131	083/131	Hohenau
083/133	082/122	Clawathan
083/135	083/135	Döschen
083/139	083/139	Schiltern
083/143	083/143	Mißlitz
083/145	083/145	Wostitz
083/147	083/147	Pausram
083/149	083/149	Gurdau
083/173	083/173	Bries [Briesztyal
083/195	083/195	Iglo (Zipser Neudorf)
084/031	084/031	Inswe-lar
084/033	084/033	Diedendorf
084/035	084/035	Drulingen
084/037	084/037	Zittersheim
084/039	084/039	Rotbach
084/041	084/041	Neuburg
084/043	084/043	Schwabweiler
084/045	084/045	oppenheim
084/047	084/047	Niederbühl
084/049	084/049	Spielberg
084/051	084/051	Auerbach / Durlach
084/053	084/053	Pforzheim
084/055	084/055	Pinache
084/057	084/057	Stammheim
084/059	084/059	Hochberg
084/061	084/061	Allmersbach
084/063	084/063	Althütte
084/065	084/065	Burgholz
084/067	084/067	Hohenstadt
084/069	084/069	Dewangen
084/071	084/071	Westerhofen
084/073	084/073	Nördlingen
084/075	084/075	Bühl
084/077	084/077	Otting
084/079	084/079	Monheim
084/081	084/081	Schernfeld
084/083	084/083	Hitzhofen
084/085	084/085	Schambach
084/087	084/087	Offendorf
084/089	084/089	Sandharlanden
084/091	084/091	Thaldorf
084/093	084/093	Saalhaupt
084/095	084/095	Pfakofen
084/097	084/097	Sünching
084/099	084/099	Feldkirchen
084/101	084/101	Schwarzach
084/103	084/103	Ulrichsberg
084/105	084/105	Lalling
084/107	084/107	Kirchdorf / im Wald
084/109	084/109	Riedlhütte
084/111	084/111	Mitterfirmiansreut
084/113	084/113	Landstrassen
084/115	084/115	Brenntenberg
084/117	084/117	Andreasberg
084/119	084/119	Mistlholz
084/129	084/129	Eggern
084/131	084/131	Nieder Edlitz
084/133	084/133	Liebnitz
084/135	084/135	Wolfsbach
084/137	084/137	Landschau
084/139	084/139	Zaisa
084/141	084/141	Znaim
084/143	084/143	Hödnitz
084/145	084/145	Probitz
084/147	084/147	Ober Wisternitz
084/149	084/149	Millowitz
084/171	084/171	Deutsch Proben (Nemecke Pravno)
084/173	084/173	Beneschau (Majzell]
084/195	084/195	Wagendrüssel
085/031	085/031	Langd
085/033	085/033	Brauweiler
085/035	085/035	Grauftal
085/037	085/037	Ernolsheim
085/039	085/039	Bosselshausen
085/041	085/041	Schweighausen
085/043	085/043	Bischweiler
085/045	085/045	Runzenheim
085/047	085/047	Baden-Baden
085/049	085/049	Hörden
085/051	085/051	Engelsbrand
085/053	085/053	Unterreichenbach
085/055	085/055	Flacht
085/057	085/057	Leonberg
085/059	085/059	Stuttgart
085/061	085/061	Geradstetten
085/063	085/063	Pläderhausen
085/065	085/065	Großdeinbach
085/067	085/067	Herlikofen
085/069	085/069	Essingen
085/071	085/071	Unterriffingen
085/073	085/073	Hürnheim
085/075	085/075	Untermagerbein
085/077	085/077	Mauren
085/079	085/079	Daiting
085/081	085/081	Rohrbach
085/083	085/083	Egweil
085/085	085/085	Friedrichshofen
085/087	085/087	Mitterwöhr
085/089	085/089	Mühlhausen
085/091	085/091	Abensberg
085/093	085/093	Sandsbach
085/095	085/095	Westen / Lindhart
085/097	085/097	Sallach
085/101	085/101	Lohe
085/103	085/103	Michaelsbuch
085/105	085/105	Hengersberg
085/107	085/107	Thanberg
085/109	085/109	Haus
085/111	085/111	Kumreut
085/113	085/113	Altreichenau
085/115	085/115	Neuofen
085/117	085/117	Honetschlag
085/119	085/119	Lagau
085/121	085/121	Rabus
085/123	085/123	Gollnetschlag
085/125	0x5/125	Gratzen
085/127	085/127	Höhenberg
085/129	085/129	Lang Schwarza
085/131	085/131	Windigsteng
085/133	085/133	Weinern
085/135	085/135	Harth
085/137	085/137	Kottaun
085/139	085/139	Mitter-Retzbach
085/141	085/141	Urbau
085/143	085/143	Groß Tajax
085/145	085/145	Schönau
085/147	085/147	Poltenhofen
085/149	085/149	Voitelsbrunn
085/175	085/175	Oberturtz [Telsö. Turcsek]
085/193	085/193	Dobschau (Dobschina)
085/197	085/197	Einsiedel (Szepesremetc)
086/033	086/033	Hommartingen
086/035	086/035	St. Gallen / Zabern
086/037	086/037	Zabern
086/039	086/039	Dunzenheim
086/041	086/041	Olwisheim
086/043	086/043	Gambsheim und Bettenhofen
086/045	086/045	Bühl
086/047	086/047	Varnhalt
086/049	086/049	Langenbrand
086/051	086/051	Würzbach
086/053	086/053	Althengstett
086/055	086/055	Aidlingen
086/057	086/057	Böblingen
086/059	086/059	Sillenbuch
086/061	086/061	Aichschiess
086/063	086/063	Göppingen
086/065	086/065	Klein Eislingen
086/067	086/067	Degenfeld
086/069	086/069	Schnaitheim
086/071	086/071	Fleinheim
086/073	086/073	Eglingen
086/075	086/075	Unterringingen
086/077	086/077	Donauworth
086/079	086/079	Lechsend
086/081	086/081	Leidling
086/083	086/083	Maxweller
086/085	086/085	Oberstimm
086/087	086/087	Geisenfeld
086/089	086/089	Berghausen
086/091	086/091	Margaretent hann
086/093	086/093	Hebramsdorf
086/095	086/095	Oberköllnbach
086/097	086/097	Moosthenning
086/099	086/099	Ottering
086/101	086/101	Haidlfing
086/103	086/103	Kurzenisarhofen
086/105	086/105	Osterhofen
086/107	086/107	Aicha / v. Wald
086/109	086/109	Neukirchen / v. Wald
086/111	086/111	Bichlberg
086/113	086/113	Schwarzenberg
086/115	086/115	Ulrichsberg
086/117	086/117	Unter-Wuldau
086/119	086/119	Malsching
086/121	086/121	Kaplitz
086/123	086/123	Radinetschlag
086/125	086/125	Göllnitz
086/127	086/127	Reinprechts
086/129	086/129	Waldenstein
086/131	086/131	Bernschlag
086/133	086/133	Edelbach
086/135	086/135	Pernegg
086/137	086/137	Rafing
086/139	086/139	Pulkau
086/141	086/141	Pernersdorf
086/143	086/143	Mailberg
086/145	086/145	Neudorf
086/147	086/147	Poysdorf
086/149	086/149	Schrattenberg
086/151	086/151	Bernhardsthal
086/175	086/175	Johannesberg/Kremnitz
086/197	086/197	Stosz
086/199	086/199	Unter-Metzenseifen (Nischny Medzew]
087/033	087/033	Eigenthal
087/035	087/035	Hub
087/037	087/037	Kirchheim
087/039	087/039	Küttolsheim
087/041	087/041	Straßburg
087/043	087/043	Holzhausen
087/045	087/045	Onsbach
087/049	087/049	Oberenzthal
087/051	087/051	Ettmannsweiler
087/053	087/053	Gültlingen
087/055	087/055	Hildrizhausen
087/057	087/057	Weil im Schönbuch
087/059	087/059	Harthausen
087/061	087/061	Nürtingen
087/063	087/063	Ohmden
087/065	087/065	Überkingen
087/067	087/067	Waldhausen
087/069	087/069	Gerstetten
087/071	087/071	Hürben
087/073	087/073	Unterfinningen
087/075	087/075	Schretzheim
087/077	087/077	Pfaffenhofen
087/079	087/079	Oberbaar
087/081	087/081	Pöttmes
087/083	087/083	Brunnen
087/085	087/085	Pörnbach
087/087	087/087	Langenbruck
087/089	087/089	Rottenegg
087/091	087/091	Rainertshausen
087/093	087/093	Weihenstephan
087/095	087/095	Mettenbach
087/097	087/097	Wörth
087/099	087/099	Mamming
087/101	027/101	Mettenhausen
087/103	087/103	Perbing
087/105	087/105	Galgweis
087/107	087/107	Rathmannsdorf
087/109	087/109	Wörth / Passau
087/111	087/111	Haag
087/113	087/113	Spechting
087/115	087/115	Schlägl
087/117	087/117	Friedberg / Böhmen
087/119	087/119	Kallenbrunn
